,input,target,trial_id,task_id
59229,[-0.11928882717934754],[-0.99715641],6,2351
59230,[0.06541690495234256],[-0.99831851],7,2351
59231,[-0.19462486631683262],[-0.99773034],8,2351
59232,[-0.40138890005533023],[-0.99772086],9,2351
59233,[-0.22228177606080718],[-0.98956716],10,2351
59234,[-0.03555187045990847],[-0.99336178],11,2351
59235,[-0.14494951858202632],[-0.99844895],12,2351
59236,[-0.22525032619068397],[-0.99668208],13,2351
59237,[-0.2342847252624694],[-0.9982189],14,2351
59238,[-0.3075964031490681],[-0.99820467],15,2351
59239,[-1.0],[-0.96324198],16,2351
59240,[0.05324169735830686],[-0.98861851],17,2351
59241,[0.14583130656627463],[-0.99877861],18,2351
59242,[-1.0],[-0.99597059],19,2351
59243,[-0.3986111500197838],[-0.99818332],20,2351
59244,[-0.24272247935020527],[-0.99407328],21,2351
59245,[-0.01610204239976748],[-0.99798174],22,2351
59246,[-0.06233766447831925],[-0.99478477],23,2351
59247,[0.046075795528731894],[-0.99860073],24,2351
59248,[0.045947046846576745],[-0.98790702],0,2352
59249,[-1.0],[-0.99857465],1,2352
59250,[-0.13627519609345115],[-0.9978679],2,2352
59251,[-0.005509639612464215],[-0.99431044],3,2352
59252,[-0.10746916680490642],[-0.96632511],4,2352
59253,[-0.14353146437799655],[-0.99715641],5,2352
59254,[-0.47619046559256845],[-0.99715641],6,2352
59255,[-0.10947450516328672],[-0.99763073],7,2352
59256,[0.1443472749220296],[-0.99597059],8,2352
59257,[0.1190082657043417],[-0.98909284],9,2352
59258,[-0.1785621259267269],[-0.99573342],10,2352
59259,[-0.13665225648618082],[-0.99739357],11,2352
59260,[0.20749602758293073],[-0.99217597],12,2352
59261,[0.12769493483822777],[-0.99668208],13,2352
59262,[-0.02324768467277817],[-0.99502193],14,2352
59263,[-0.05450287388034477],[-0.99099015],15,2352
59264,[-0.061244274362773986],[-0.99863631],16,2352
59265,[-0.4777979880319921],[-0.99763073],17,2352
59266,[-0.1455235741257323],[-0.99597059],18,2352
59267,[-0.1000273484887706],[-0.99829242],19,2352
59268,[-0.1258784783321782],[-0.99797936],20,2352
59269,[0.0848999912340731],[-0.99075298],21,2352
59270,[-0.15388890707975592],[-0.99691924],22,2352
59271,[-0.06955036219747292],[-0.99691924],23,2352
59272,[-0.22643753064144911],[-0.99739357],24,2352
59273,[-0.10509833271012997],[-0.99691924],0,2353
59274,[-1.0],[-0.99549626],1,2353
59275,[-0.046434966239218986],[-0.99241313],2,2353
59276,[-0.2562500488580106],[-0.99790347],3,2353
59277,[0.07973477103807855],[-0.99217597],4,2353
59278,[0.03461536845867047],[-0.99739357],5,2353
59279,[0.06660422763601592],[-0.99241313],6,2353
59280,[-0.01702573351765796],[-0.99805288],7,2353
59281,[-0.2900826598253675],[-0.99715641],8,2353
59282,[-1.0],[-0.99795328],9,2353
59283,[-1.0],[-0.99778015],10,2353
59284,[-0.005063978052188764],[-0.99549626],11,2353
59285,[0.024285651373884498],[-0.99739357],12,2353
59286,[-0.20044567407905395],[-0.99770663],13,2353
59287,[-0.024260488629068266],[-0.99620775],14,2353
59288,[-0.11097624435893406],[-0.99597059],15,2353
59289,[-0.11752137082419101],[-0.99359895],16,2353
59290,[-0.03706243495972944],[-0.9978679],17,2353
59291,[-0.2878378898302423],[-0.99834934],18,2353
59292,[-0.028202199916602666],[-0.98956716],19,2353
59293,[0.05210289189625808],[-0.99763073],20,2353
59294,[0.606060579927129],[-0.99799122],21,2353
59295,[-0.11474325783100366],[-0.99818807],22,2353
59296,[-1.0],[-0.75690946],23,2353
59297,[-0.014047175319845728],[-0.99739357],24,2353
59298,[-0.3272727376418165],[-0.99816198],0,2354
59299,[-0.5594674667408743],[-0.99832799],1,2354
59300,[-0.08686419975419238],[-0.99770425],2,2354
59301,[0.16020759361841636],[-0.94877499],3,2354
59302,[0.0012970915066236044],[-0.99739357],4,2354
59303,[-0.08699139576006774],[-0.99763073],5,2354
59304,[-0.4094660994120653],[-0.99573342],6,2354
59305,[-0.16055723614747774],[-0.96490213],7,2354
59306,[-0.003684610351210413],[-0.99668208],8,2354
59307,[-0.08788200774445021],[-0.99837068],9,2354
59308,[0.24393936026092922],[-0.99715641],10,2354
59309,[-1.0],[-0.99691924],11,2354
59310,[-1.0],[-0.99597059],12,2354
59311,[-0.18323417579797963],[-0.9981691],13,2354
59312,[0.05429288528050091],[-0.99829479],14,2354
59313,[-0.4437037345936609],[-0.96822242],15,2354
59314,[-0.10789289616071039],[-0.99980553],16,2354
59315,[-0.11347642073189684],[-0.98743269],17,2354
59316,[-0.07201930526398778],[-0.99812878],18,2354
59317,[-0.07222225900579365],[-0.99620775],19,2354
59318,[-0.22575762187051748],[-0.99644491],20,2354
59319,[0.10441323386227214],[-0.99359895],21,2354
59320,[-0.018082047184166436],[-0.99770188],22,2354
59321,[-0.13072344122359764],[-0.99502193],23,2354
59322,[-0.09287485131516304],[-0.99715641],24,2354
59323,[-0.12500002521142894],[-0.99407328],0,2355
59324,[-0.0488146817118645],[-0.99359895],1,2355
59325,[-0.11478051076004313],[-0.99771848],2,2355
59326,[-0.16891350689683154],[-0.99620775],3,2355
59327,[-0.3600000378345306],[-0.99620775],4,2355
59328,[-0.0801508082999724],[-0.99691924],5,2355
59329,[-0.2527042300312755],[-0.99691924],6,2355
59330,[0.13566778322115908],[-0.9952591],7,2355
59331,[0.14569457368537736],[-0.99407328],8,2355
59332,[-0.12301632304056981],[-0.99597059],9,2355
59333,[-0.1041379824358199],[-0.99715641],10,2355
59334,[-0.20834048874257188],[-0.99739357],11,2355
59335,[-0.007878804536771936],[-0.99312462],12,2355
59336,[-0.2763227417883142],[-0.99739357],13,2355
59337,[0.161589583308006],[-0.98506105],14,2355
59338,[-0.09527274509744463],[-0.99146447],15,2355
59339,[0.07018062010183668],[-0.99478477],16,2355
59340,[-0.1934108994995521],[-0.99800782],17,2355
59341,[-0.30579324002095476],[-0.99502193],18,2355
59342,[-0.1284946448421144],[-0.98600971],19,2355
59343,[-0.11064430612117636],[-0.99739357],20,2355
59344,[0.031189409981344535],[-0.99691924],21,2355
59345,[-0.15633478081941746],[-0.87525421],22,2355
59346,[-0.13435717838861563],[-0.9670366],23,2355
59347,[-0.18939396426289334],[-0.99478477],24,2355
59348,[-0.2421191576842808],[-0.99597059],0,2356
59349,[-0.03921571354853705],[-0.99241313],1,2356
59350,[0.5555555431913299],[-0.98506105],2,2356
59351,[0.082859847628661],[-0.99715641],3,2356
59352,[-0.00048455323219698254],[-0.99765919],4,2356
59353,[-0.010221269688456824],[-0.99691924],5,2356
59354,[-0.4003673399089562],[-0.99763073],6,2356
59355,[-0.17988725949722525],[-0.99739357],7,2356
59356,[-0.1924561479011892],[-0.9841124],8,2356
59357,[0.4286867920961106],[-0.95090947],9,2356
59358,[-0.14186503934693814],[-0.99691924],10,2356
59359,[0.13696141815393698],[-0.9952591],11,2356
59360,[-0.21442809253958972],[-0.99765682],12,2356
59361,[0.04722222353592123],[-0.99004149],13,2356
59362,[-0.21456792034073108],[-0.99691924],14,2356
59363,[0.011633728693977899],[-0.99620775],15,2356
59364,[-0.1495791332715499],[-0.98766985],16,2356
59365,[-0.385340159832531],[-0.99573342],17,2356
59366,[-0.04682543389599492],[-0.99312462],18,2356
59367,[-0.09140213873315914],[-0.99739357],19,2356
59368,[0.04834052602071237],[-0.99573342],20,2356
59369,[-0.39367521820717793],[-0.99739357],21,2356
59370,[-0.3391414438085307],[-0.99865528],22,2356
59371,[0.138872952174733],[-0.99620775],23,2356
59372,[0.04361614765526481],[-0.99668208],24,2356
59373,[-0.3301083105243507],[-0.99739357],0,2357
59374,[0.014346339351981874],[-0.99811929],1,2357
59375,[0.039721458290810086],[-0.99763073],2,2357
59376,[0.0027029225144083735],[-0.99668208],3,2357
59377,[-0.1023499626829122],[-0.99146447],4,2357
59378,[-0.24833335415159832],[-0.99822601],5,2357
59379,[-0.15209438886369522],[-0.99848927],6,2357
59380,[-0.1222366943745255],[-0.98719553],7,2357
59381,[-0.13873019289295588],[-0.99644491],8,2357
59382,[-0.08690508747579945],[-0.99502193],9,2357
59383,[-0.15328582535708632],[-0.99620775],10,2357
59384,[-0.03111114675099165],[-0.99770663],11,2357
59385,[-1.0],[-0.99359895],12,2357
59386,[-0.10660525720122563],[-0.99336178],13,2357
59387,[-0.05428960257857903],[-0.99763073],14,2357
59388,[-1.0],[-0.99813589],15,2357
59389,[-0.026630842837334953],[-0.99863394],16,2357
59390,[-0.11498316652883954],[-0.99808372],17,2357
59391,[-0.044372344471494574],[-0.99823313],18,2357
59392,[-0.1119745029507665],[-0.99597059],19,2357
59393,[0.01912054245592118],[-0.99478477],20,2357
59394,[-0.25151516862836387],[-0.98126643],21,2357
59395,[-0.33174605885901237],[-0.99597059],22,2357
59396,[-0.12921216558760823],[-0.99549626],23,2357
59397,[-1.0],[-0.99842049],24,2357
59398,[-0.13766237585996705],[-0.99796513],0,2358
59399,[-0.14956125228290357],[-0.99241313],1,2358
59400,[-0.5581073988234406],[-0.99691924],2,2358
59401,[0.11385282406534314],[-0.99288746],3,2358
59402,[-0.23928572690384817],[-0.99829479],4,2358
59403,[-0.443091288129174],[-0.9982023],5,2358
59404,[-0.07509585767806869],[-0.99715641],6,2358
59405,[-0.16032674457037624],[-0.99620775],7,2358
59406,[-1.0],[-0.99715641],8,2358
59407,[0.315000008763145],[-0.99573342],9,2358
59408,[-0.13156970891252737],[-0.99620775],10,2358
59409,[-0.12145140269992216],[-0.99779438],11,2358
59410,[-1.0],[-0.98150359],12,2358
59411,[-0.155450130903303],[-0.99806949],13,2358
59412,[-0.15852626602476674],[-0.99644491],14,2358
59413,[-0.06006803775296381],[-0.98980433],15,2358
59414,[0.011810396478339646],[-0.99739357],16,2358
59415,[-0.22662820554799434],[-0.99876912],17,2358
59416,[-0.41993816891832664],[-0.99668208],18,2358
59417,[-1.0],[-0.99870271],19,2358
59418,[-0.06888112220778728],[-0.99792244],20,2358
59419,[0.05058594977427114],[-0.9978845],21,2358
59420,[-0.13030305020873115],[-0.99620775],22,2358
59421,[-0.08392032726646433],[-0.99739357],23,2358
59422,[-0.3116071415903617],[-0.99890667],24,2358
59423,[-0.06660916907609105],[-0.99739357],0,2359
59424,[-1.0],[-0.998679],1,2359
59425,[-0.06769033947282976],[-0.98933],2,2359
59426,[-0.18409171212629255],[-0.99874303],3,2359
59427,[-0.00011464419169431028],[-0.99597059],4,2359
59428,[-1.0],[-0.99842523],5,2359
59429,[0.03733333437192832],[-0.97415152],6,2359
59430,[-0.18470021517554708],[-0.99797225],7,2359
59431,[-0.03648086814891413],[-0.9008679],8,2359
59432,[-0.31389792505140834],[-0.98956716],9,2359
59433,[-0.11197295320857543],[-0.99773509],10,2359
59434,[0.0041173427952301694],[-0.99715641],11,2359
59435,[-0.3762346123695157],[-0.99336178],12,2359
59436,[-0.32500000904134],[-0.98909284],13,2359
59437,[-0.2840909637815324],[-0.99844421],14,2359
59438,[-1.0],[-0.99739357],15,2359
59439,[-0.016666681040079012],[-0.99478477],16,2359
59440,[-0.28186276030330937],[-0.99799122],17,2359
59441,[-0.19511082443417416],[-0.99858413],18,2359
59442,[0.012383547888041746],[-0.99767817],19,2359
59443,[-0.14422353722871908],[-0.99886873],20,2359
59444,[-0.03571429465627035],[-0.99889719],21,2359
59445,[0.028455225295032166],[-0.99146447],22,2359
59446,[0.10059543761741052],[-0.99815961],23,2359
59447,[0.188888866324177],[-0.99973675],24,2359
59448,[-1.0],[-0.9781833],0,2360
59449,[-1.0],[-0.99170164],1,2360
59450,[-0.11021586787899536],[-0.99763073],2,2360
59451,[0.057369444649458784],[-0.99872406],3,2360
59452,[-0.19410779208000312],[-0.99691924],4,2360
59453,[0.16388889344819713],[-0.99806474],5,2360
59454,[-0.015048295082854685],[-0.99807897],6,2360
59455,[0.10974058614979657],[-0.99739357],7,2360
59456,[-0.060478476338910465],[-0.99763073],8,2360
59457,[-0.2711674809761164],[-0.99851535],9,2360
59458,[0.021342848198487974],[-0.9945476],10,2360
59459,[0.015000793273265284],[-0.99620775],11,2360
59460,[-0.11226191650095048],[-0.99763073],12,2360
59461,[-1.0],[-0.99573342],13,2360
59462,[-0.07487538112377956],[-0.99099015],14,2360
59463,[0.06367882556275598],[-0.99842523],15,2360
59464,[0.262962896093109],[-0.99691924],16,2360
59465,[-0.6248602799994514],[-0.99796276],17,2360
59466,[-1.0],[-0.99691924],18,2360
59467,[0.29285712715899204],[-0.99810506],19,2360
59468,[-0.07477566209802652],[-0.9986624],20,2360
59469,[-0.12319501730220377],[-0.99838017],21,2360
59470,[-0.0051760350296565505],[-0.99882604],22,2360
59471,[0.111904707391774],[-0.91533489],23,2360
59472,[0.028571455198671797],[-0.99478477],24,2360
59473,[-0.37370195219779534],[-0.99739357],0,2361
59474,[-0.4138889004030741],[-0.99867425],1,2361
59475,[-0.11497839809132859],[-0.99407328],2,2361
59476,[-0.021810139426087435],[-0.99431044],3,2361
59477,[-0.16297485917695595],[-0.98695836],4,2361
59478,[0.05281028634090823],[-0.99792244],5,2361
59479,[-1.0],[-0.98102927],6,2361
59480,[-0.2024033328438027],[-0.99668208],7,2361
59481,[-0.20965608022189058],[-0.99407328],8,2361
59482,[-0.18935480135077062],[-0.99075298],9,2361
59483,[-0.09177025689284639],[-0.99893988],10,2361
59484,[-0.020199382968880603],[-0.99407328],11,2361
59485,[0.02272721645599557],[-0.99739357],12,2361
59486,[-0.18701299691239626],[-0.99739357],13,2361
59487,[-0.1115384949770418],[-0.99805051],14,2361
59488,[-0.2843537607620809],[-0.99803154],15,2361
59489,[-0.07273098391284102],[-0.99767105],16,2361
59490,[-1.0],[-0.99772797],17,2361
59491,[-1.0],[-0.99668208],18,2361
59492,[-0.2513383895659709],[-0.98624687],19,2361
59493,[0.28686864426830927],[-0.9952591],20,2361
59494,[-0.11856063721792791],[-0.99668208],21,2361
59495,[-0.0626052290270191],[-0.99715641],22,2361
59496,[-0.032142902746978855],[-0.99825447],23,2361
59497,[0.021645037602098655],[-0.99800782],24,2361
59498,[-0.25918002724030564],[-0.99739357],0,2362
59499,[-0.1857575998931063],[-0.99336178],1,2362
59500,[-0.3560083835755963],[-0.88782389],2,2362
59501,[-0.006698575827590689],[-0.99834697],3,2362
59502,[-0.039743630438536404],[-0.99806711],4,2362
59503,[-0.18072458495311255],[-0.99815487],5,2362
59504,[0.06047616036488515],[-0.97415152],6,2362
59505,[-1.0],[-0.99549626],7,2362
59506,[0.12788816913949175],[-0.99383611],8,2362
59507,[0.0714014513826699],[-0.99763073],9,2362
59508,[-0.2879697821167802],[-0.99819993],10,2362
59509,[0.04671713255208182],[-0.99819281],11,2362
59510,[0.024920548181175894],[-0.99862682],12,2362
59511,[-0.16918852359618658],[-0.9945476],13,2362
59512,[-0.21354981676820275],[-0.9919388],14,2362
59513,[-0.12984707456593428],[-0.99217597],15,2362
59514,[-0.34753086150144274],[-0.9984276],16,2362
59515,[0.07043907723916648],[-0.99739357],17,2362
59516,[0.008122892898316747],[-0.99620775],18,2362
59517,[-0.30418272698444127],[-0.99691924],19,2362
59518,[-0.23666461460703872],[-0.99800071],20,2362
59519,[-0.35622712836552406],[-0.99763073],21,2362
59520,[-0.29444446654549783],[-0.99122731],22,2362
59521,[-0.06762060292162139],[-0.99874066],23,2362
59522,[-0.32124252548941534],[-0.99549626],24,2362
59523,[-0.3523148431623781],[-0.9945476],0,2363
59524,[-0.46041449564386844],[-0.99668208],1,2363
59525,[-0.1896569351153657],[-0.99431044],2,2363
59526,[-0.20577200399966628],[-0.99620775],3,2363
59527,[-0.13587304424339408],[-0.99099015],4,2363
59528,[0.17751928385687654],[-0.99854856],5,2363
59529,[-0.2064804694953672],[-0.99864342],6,2363
59530,[-1.0],[-0.99027866],7,2363
59531,[0.04937681659647297],[-0.99715641],8,2363
59532,[-1.0],[-0.9952591],9,2363
59533,[-0.1381289611675558],[-0.99739357],10,2363
59534,[-0.383333343997478],[-0.99809557],11,2363
59535,[0.031369068362796126],[-0.99644491],12,2363
59536,[-0.0702527421758399],[-0.99860548],13,2363
59537,[0.3999999276692797],[-0.97676032],14,2363
59538,[0.07945319588975677],[-0.9807921],15,2363
59539,[-0.36080649754650024],[-0.9979509],16,2363
59540,[-0.21813949307682334],[-0.99739357],17,2363
59541,[-0.14603176002981583],[-0.98885567],18,2363
59542,[-0.10326262858211284],[-0.99715641],19,2363
59543,[-0.29872729368294926],[-0.99769714],20,2363
59544,[-0.22407408958087377],[-0.99691924],21,2363
59545,[-1.0],[-0.9952591],22,2363
59546,[-0.20952381932687417],[-0.98624687],23,2363
59547,[-0.19604291704342391],[-0.99146447],24,2363
59548,[-0.21904053911535465],[-0.99871457],0,2364
59549,[-0.08244952032074555],[-0.99715641],1,2364
59550,[-0.10229047675097303],[-0.99549626],2,2364
59551,[-0.20250000563345033],[-0.99620775],3,2364
59552,[0.1851851717906074],[-0.99620775],4,2364
59553,[0.04444441786135922],[-0.99739357],5,2364
59554,[-0.014958709312822255],[-0.99502193],6,2364
59555,[0.24999997913536914],[-0.99798411],7,2364
59556,[-0.2340122053639405],[-0.99780623],8,2364
59557,[-0.28123995107216243],[-0.99859362],9,2364
59558,[-0.2503968661435727],[-0.99644491],10,2364
59559,[-0.4843290069640296],[-0.99773983],11,2364
59560,[-0.3909188057341236],[-0.99739357],12,2364
59561,[0.17999992154898797],[-0.96347914],13,2364
59562,[-0.2417293368310615],[-0.99892328],14,2364
59563,[0.347222176242758],[-0.81050849],15,2364
59564,[-1.0],[-0.99620775],16,2364
59565,[-0.23949017246676046],[-0.99763073],17,2364
59566,[-0.16395905076946116],[-0.99878572],18,2364
59567,[0.07017931258496948],[-0.99818095],19,2364
59568,[-0.34935064678547395],[-0.99795328],20,2364
59569,[-0.14630135192514748],[-0.998679],21,2364
59570,[-0.2588068424527581],[-0.99766394],22,2364
59571,[0.37222214911873786],[-0.97083122],23,2364
59572,[-0.24242426813621176],[-0.99991699],24,2364
59573,[0.16834457709744],[-0.96822242],0,2365
59574,[-1.0],[-0.98790702],1,2365
59575,[-1.0],[-0.99027866],2,2365
59576,[-0.06783905212927868],[-0.99478477],3,2365
59577,[-0.11205812828258019],[-0.98126643],4,2365
59578,[-0.22363945150056894],[-0.99620775],5,2365
59579,[-0.21699734927383713],[-0.99844421],6,2365
59580,[-0.518181842713566],[-0.99782046],7,2365
59581,[-1.0],[-0.99549626],8,2365
59582,[0.053019614227441586],[-0.99241313],9,2365
59583,[-0.14307447680060303],[-0.99691924],10,2365
59584,[-1.0],[-0.98031777],11,2365
59585,[0.03977271573395416],[-0.99766868],12,2365
59586,[-1.0],[-0.99864579],13,2365
59587,[-0.08920242938581285],[-0.9952591],14,2365
59588,[-0.08997931696097802],[-0.99900391],15,2365
59589,[-0.03927573413664201],[-0.99146447],16,2365
59590,[-0.14625003536554929],[-0.98838134],17,2365
59591,[0.054424012530573995],[-0.99739357],18,2365
59592,[0.018181773164796466],[-0.99739357],19,2365
59593,[-0.2937037026012269],[-0.9981691],20,2365
59594,[-0.19162210514722372],[-0.81359163],21,2365
59595,[0.02961429726852216],[-0.99771611],22,2365
59596,[-0.06054779559750167],[-0.99691924],23,2365
59597,[-0.37222226039676903],[-0.99832799],24,2365
59598,[-0.07919802840922571],[-0.9945476],0,2366
59599,[0.11558159782956653],[-0.99769477],1,2366
59600,[-0.14773293684228944],[-0.99805051],2,2366
59601,[0.05967363711327095],[-0.99763073],3,2366
59602,[-0.06731715468528221],[-0.99691924],4,2366
59603,[-0.10463562126900408],[-0.99763073],5,2366
59604,[0.15298136518615052],[-0.99763073],6,2366
59605,[-0.29606231002231986],[-0.99668208],7,2366
59606,[0.1132554696838444],[-0.90252804],8,2366
59607,[-0.29287746321920277],[-0.99739357],9,2366
59608,[-0.25251324911014433],[-0.99782284],10,2366
59609,[-0.2864197765097584],[-0.99786078],11,2366
59610,[0.096618625065894],[-0.98292658],12,2366
59611,[-0.2249858600396667],[-0.99787501],13,2366
59612,[-0.17976191174990017],[-0.99051582],14,2366
59613,[-0.020598321665785374],[-0.99715641],15,2366
59614,[0.04873737129965425],[-0.98838134],16,2366
59615,[0.13174245066884915],[-0.99864817],17,2366
59616,[0.06885716265668401],[-0.99773746],18,2366
59617,[0.2666666184461865],[-0.99549626],19,2366
59618,[0.0778258798705247],[-0.99789161],20,2366
59619,[-0.17944445639137752],[-0.99668208],21,2366
59620,[-0.13172348819683657],[-0.9977754],22,2366
59621,[0.3082766179345857],[-0.99739357],23,2366
59622,[-0.12974991841233846],[-0.99668208],24,2366
59623,[-0.20268401081299756],[-0.99844895],0,2367
59624,[-0.13767036353614764],[-0.99715641],1,2367
59625,[-0.06746360352928289],[-0.99715641],2,2367
59626,[-0.1154695404174189],[-0.9980766],3,2367
59627,[-0.2638378891625741],[-0.99763073],4,2367
59628,[0.2926983612279075],[-0.99763073],5,2367
59629,[-0.09857901535856603],[-0.99873117],6,2367
59630,[-1.0],[-0.99815487],7,2367
59631,[-0.37222226039676903],[-0.99973912],8,2367
59632,[-0.13992425311367754],[-0.99739357],9,2367
59633,[-0.05880954581342973],[-0.99763073],10,2367
59634,[0.05714282693882011],[-0.99597059],11,2367
59635,[-0.17613639698815992],[-0.32479699],12,2367
59636,[-0.263888437208269],[-0.99831851],13,2367
59637,[0.059907766091018944],[-0.98814418],14,2367
59638,[-0.1866666927242723],[-0.99739357],15,2367
59639,[-0.07416292700614606],[-0.99836594],16,2367
59640,[-0.16458215558287861],[-0.99766156],17,2367
59641,[-0.16500004631948048],[-0.99620775],18,2367
59642,[0.1228076037057699],[-0.98909284],19,2367
59643,[-0.009090928311659918],[-0.99763073],20,2367
59644,[-0.027347890651195958],[-0.9834009],21,2367
59645,[0.0690359725431473],[-0.99858176],22,2367
59646,[-0.021995514716394424],[-0.98814418],23,2367
59647,[-1.0],[-0.99876438],24,2367
59648,[0.3999999276692797],[-0.94569186],0,2368
59649,[0.23194439525800914],[-0.91201459],1,2368
59650,[-0.27581146096398657],[-0.99800071],2,2368
59651,[-0.29622645902816613],[-0.99821416],3,2368
59652,[-0.5999999888721969],[-0.99763073],4,2368
59653,[-0.32222225900579365],[-0.88616374],5,2368
59654,[-1.0],[-0.99170164],6,2368
59655,[-0.250563824919708],[-0.99691924],7,2368
59656,[-0.12074830636922901],[-0.99383611],8,2368
59657,[-0.1341533309451213],[-0.99791296],9,2368
59658,[0.017667738209195427],[-0.99715641],10,2368
59659,[-0.08107539659698981],[-0.99668208],11,2368
59660,[0.35929820729144296],[-0.99620775],12,2368
59661,[-0.0650621332015282],[-0.9978845],13,2368
59662,[-1.0],[-0.99739357],14,2368
59663,[-0.29967322649733563],[-0.99806711],15,2368
59664,[0.18757578555543836],[-0.99796513],16,2368
59665,[-0.3497474920644158],[-0.99668208],17,2368
59666,[-0.08770307440892099],[-0.99241313],18,2368
59667,[-0.060669745887435185],[-0.98885567],19,2368
59668,[-0.2273344593928242],[-0.99644491],20,2368
59669,[-0.1160227311129258],[-0.99739357],21,2368
59670,[-0.4628221071279727],[-0.99871694],22,2368
59671,[0.0975378511527806],[-0.99644491],23,2368
59672,[-0.18481483154773357],[-0.99715641],24,2368
59673,[-1.0],[-0.99763073],0,2369
59674,[0.06890807235598045],[-0.99668208],1,2369
59675,[-0.2695887934565402],[-0.99715641],2,2369
59676,[-0.23818184883385768],[-0.92909039],3,2369
59677,[-0.1958812717932808],[-0.99816435],4,2369
59678,[-0.12791785081560814],[-0.99739357],5,2369
59679,[-0.044566601139670634],[-0.99004149],6,2369
59680,[0.07160493717256267],[-0.99823313],7,2369
59681,[0.15769229281957087],[-0.99668208],8,2369
59682,[-0.06458338729158701],[-0.99668208],9,2369
59683,[-0.02072939327684284],[-0.99431044],10,2369
59684,[0.20626982713708975],[-0.99027866],11,2369
59685,[-1.0],[-0.99668208],12,2369
59686,[-0.11910834421029722],[-0.99146447],13,2369
59687,[-1.0],[-0.99691924],14,2369
59688,[0.1163298730409468],[-0.99848452],15,2369
59689,[-1.0],[-0.99668208],16,2369
59690,[-0.006397332287245636],[-0.99885213],17,2369
59691,[-0.07824387840771929],[-0.99802917],18,2369
59692,[-0.19151517391407036],[-0.99691924],19,2369
59693,[-0.3373176664251284],[-0.99644491],20,2369
59694,[-0.09183957789015683],[-0.99004149],21,2369
59695,[0.010574306197471406],[-0.99407328],22,2369
59696,[0.13441559935502143],[-0.99815487],23,2369
59697,[-0.16814287871092412],[-0.99888533],24,2369
59698,[-0.27358826499716976],[-0.99884976],0,2370
59699,[-0.06608613798715121],[-0.99771848],1,2370
59700,[-0.3102536947157874],[-0.99620775],2,2370
59701,[-0.170581661953532],[-0.99792244],3,2370
59702,[-0.04331173964590605],[-0.99027866],4,2370
59703,[-0.5956439546999375],[-0.99620775],5,2370
59704,[-1.0],[-0.99051582],6,2370
59705,[-0.27603174973659794],[-0.99852721],7,2370
59706,[0.029106827716764816],[-0.99993597],8,2370
59707,[-0.042866557972140354],[-0.99813115],9,2370
59708,[-0.017179874455568733],[-0.99868848],10,2370
59709,[-0.23219701029869833],[-0.99844421],11,2370
59710,[0.08625396667929583],[-0.99644491],12,2370
59711,[-0.5679082670647155],[-0.99769714],13,2370
59712,[0.1846526507720651],[-0.99739357],14,2370
59713,[0.08599492533230196],[-0.99478477],15,2370
59714,[0.02762982049824239],[-0.99502193],16,2370
59715,[-0.2576445016871001],[-0.99668208],17,2370
59716,[-0.031106021006677254],[-0.99431044],18,2370
59717,[-0.18545748999770462],[-0.99122731],19,2370
59718,[-0.465797987698158],[-0.99691924],20,2370
59719,[-0.3219943894173034],[-0.99851535],21,2370
59720,[0.1324520984936321],[-0.99597059],22,2370
59721,[-0.22232326190183221],[-0.99781335],23,2370
59722,[-0.1022454752196482],[-0.99549626],24,2370
59723,[-0.03935983250875846],[-0.9867212],0,2371
59724,[0.2152720251285825],[-0.99241313],1,2371
59725,[-0.12250568988915844],[-0.99763073],2,2371
59726,[0.0173458804135615],[-0.99715641],3,2371
59727,[-0.04187502898444968],[-0.99668208],4,2371
59728,[0.15602646069177273],[-0.99765208],5,2371
59729,[-0.08759590497123197],[-0.99800545],6,2371
59730,[-0.11298706661062437],[-0.96751093],7,2371
59731,[0.033333278621634654],[-0.98933],8,2371
59732,[-1.0],[-0.99668208],9,2371
59733,[-0.18272729741076327],[-0.99620775],10,2371
59734,[-0.18435379275451488],[-0.99794853],11,2371
59735,[-0.2442857270429457],[-0.98956716],12,2371
59736,[0.0317098851530041],[-0.99691924],13,2371
59737,[-0.09305175730406044],[-0.97510017],14,2371
59738,[-2.7819507794624165e-08],[-0.99644491],15,2371
59739,[-0.14105763551042216],[-0.99764022],16,2371
59740,[0.1763187329972385],[-0.99832088],17,2371
59741,[-0.016520941593527544],[-0.99861971],18,2371
59742,[-0.35833974178878714],[-0.99809083],19,2371
59743,[-0.12572016794553406],[-0.99879758],20,2371
59744,[-0.03720197065603878],[-0.99668208],21,2371
59745,[-0.2433333679222547],[-0.99620775],22,2371
59746,[-1.0],[-0.99824736],23,2371
59747,[-0.04699488947295634],[-0.99478477],24,2371
59748,[0.1432178863633753],[-0.99780861],0,2372
59749,[-0.3534062580928687],[-0.99573342],1,2372
59750,[0.07619044055501145],[-0.99288746],2,2372
59751,[0.18774350936803846],[-0.9670366],3,2372
59752,[-0.049090950289071095],[-0.99715641],4,2372
59753,[-1.0],[-0.94664052],5,2372
59754,[0.019595950024924896],[-0.98150359],6,2372
59755,[-0.32777782862565596],[-0.99763073],7,2372
59756,[0.04269000842068685],[-0.99715641],8,2372
59757,[0.2052931398568169],[-0.99597059],9,2372
59758,[-0.23415639387293144],[-0.99691924],10,2372
59759,[0.13734849878563676],[-0.99715641],11,2372
59760,[-0.12490549191580402],[-0.99644491],12,2372
